high,medium,low,listing_id
0.0486719794571,0.476263076067,0.475064992905,7142618
0.0714819058776,0.0821830257773,0.846335113049,7210040
0.00943209696561,0.210882484913,0.779685378075,7103890
0.0356189832091,0.27630379796,0.68807721138,7143442
0.0185342635959,0.195200160146,0.786265611649,6860601
0.000566233997233,0.0392303466797,0.960203409195,6840081
0.0291963405907,0.286088615656,0.684715092182,6922337
0.0403250306845,0.4293872118,0.530287802219,6913616
0.044472862035,0.40586540103,0.549661695957,6937820
0.024754749611,0.41252464056,0.56272059679,6893933
0.010123802349,0.035139773041,0.954736411572,6832604
0.0403766110539,0.259064853191,0.700558483601,6915282
0.054716501385,0.389599084854,0.555684387684,7127565
0.000917946861591,0.012489233166,0.986592829227,6827899
0.000246033916483,0.0149286324158,0.984825313091,6934855
0.00560303637758,0.182514816523,0.811882197857,6861826
0.0395175814629,0.518063247204,0.442419201136,6871643
0.000382938917028,0.0152599345893,0.984357178211,6842542
0.00645174225792,0.059021640569,0.934526622295,6934145
0.049041967839,0.472122311592,0.47883567214,6829365
0.0250462219119,0.240743279457,0.73421049118,7167858
0.00284928688779,0.0729936957359,0.924156963825,6859483
0.0583306699991,0.207801893353,0.733867406845,6861377
0.0305825695395,0.168747738004,0.800669670105,6848960
0.000595688878093,0.0173143874854,0.982089877129,6918850
0.200408428907,0.612417399883,0.187174141407,6916867
0.0125185400248,0.1817445755,0.805736899376,6895840
0.474862575531,0.362266927958,0.162870466709,6813539
0.133469894528,0.357230037451,0.50930005312,7116900
0.00519739231095,0.0138343367726,0.980968296528,6890328
0.0615491420031,0.133278548717,0.805172324181,6879406
0.0453339368105,0.415944576263,0.538721442223,6824924
0.00624716188759,0.0178155787289,0.975937247276,6911302
0.101456098258,0.587575554848,0.310968339443,6918742
0.0133797395974,0.108382724226,0.87823754549,6910586
0.0198628343642,0.202625483274,0.777511656284,6821750
0.0851416662335,0.594801485538,0.320056796074,6860647
0.0405463166535,0.717845797539,0.241607919335,6932873
0.00548495398834,0.0656461492181,0.928868949413,6846053
0.144340991974,0.316160440445,0.539498567581,6940365
0.00567936012521,0.214073985815,0.78024661541,6931867
0.0225450266153,0.055176384747,0.92227858305,6876383
0.0531511008739,0.267239362001,0.679609537125,6910980
0.0248941890895,0.149003475904,0.82610231638,6880877
0.273380339146,0.549181640148,0.177438005805,6839552
0.284083902836,0.516906440258,0.199009686708,6838051
0.338943004608,0.280725240707,0.380331754684,6928201
0.0393738299608,0.50205540657,0.458570808172,6945608
0.0548917129636,0.183921188116,0.761187136173,6816147
0.0530573390424,0.294337272644,0.652605414391,6868129
0.0204728990793,0.200718909502,0.778808236122,6849448
0.397470265627,0.504653334618,0.0978763848543,7113677
0.00332265510224,0.0858151167631,0.910862207413,6930856
0.220065578818,0.433712691069,0.346221715212,6889594
0.00268201366998,0.0584731735289,0.938844740391,6842682
0.123736456037,0.79097622633,0.0852873325348,6880366
0.00137847347651,0.00590512854978,0.992716372013,6835063
0.357602775097,0.41708022356,0.225316956639,6820479
0.00720186764374,0.195301607251,0.797496497631,6882057
0.0604782998562,0.617550849915,0.321970880032,6834440
8.21966896183e-05,0.00244252383709,0.997475326061,6880846
0.000494450971019,0.00892488192767,0.990580737591,6847248
0.00144171598367,0.0210946761072,0.977463543415,6868368
0.00174332864117,0.034084495157,0.964172124863,6943505
0.0022959895432,0.0177869517356,0.979916989803,7174304
0.0394805818796,0.204010277987,0.756509125233,6880747
0.0495907589793,0.398193776608,0.552215516567,6933565
0.000335790769896,0.00325818592682,0.996406018734,6888511
0.0937930941582,0.630200386047,0.276006489992,6942704
0.0132693983614,0.115359455347,0.871371150017,6840304
0.0020129266195,0.111762851477,0.886224269867,6856860
6.8812041718e-05,0.00313669792376,0.996794521809,6884921
0.000843521149363,0.0126627469435,0.986493706703,6937417
0.000416825758293,0.00839475542307,0.991188406944,6831129
0.0963690653443,0.367190957069,0.536439955235,6936660
0.0380004122853,0.17885363102,0.783145904541,6940667
0.000305202673189,0.00429289508611,0.995401859283,7201307
0.00221956707537,0.0756758004427,0.922104597092,6825434
0.00233271764591,0.00781583879143,0.989851474762,6848114
0.646389305592,0.245647594333,0.107963070273,6947758
0.105281673372,0.47034484148,0.424373447895,6897002
0.00123866298236,0.0667717456818,0.931989550591,6926661
0.0527778156102,0.553577303886,0.393644839525,6867411
0.0189724452794,0.258783459663,0.722244083881,6910154
0.110171124339,0.439980357885,0.449848532677,7157900
0.0353792458773,0.331526070833,0.633094668388,6922324
0.0028568119742,0.0344221964478,0.962721049786,6863068
0.00259646400809,0.031086942181,0.966316580772,6912109
0.119006574154,0.502000927925,0.378992497921,6918609
0.239176943898,0.463078260422,0.297744810581,6889300
0.0863697379827,0.364361315966,0.549268901348,6837794
0.281440883875,0.532490849495,0.186068281531,6943098
0.0928189530969,0.43966242671,0.467518568039,6927601
0.000196815453819,0.00990355107933,0.98989957571,6897826
0.0010244656587,0.0221348889172,0.976840615273,6882892
0.236457958817,0.522577822208,0.240964204073,6873384
0.00128470070194,0.0134487459436,0.985266566277,6934693
0.0153828589246,0.394373297691,0.590243816376,7224450
0.000433491281001,0.0066143674776,0.992952167988,6898157
0.000286281545414,0.011079153046,0.988634586334,6837355
0.125892862678,0.274278372526,0.599828779697,6830595
0.422601222992,0.319905370474,0.257493436337,6943561
0.440300822258,0.373855382204,0.185843765736,6844380
0.00607674662024,0.0647841617465,0.929139137268,6814286
0.143209949136,0.547812819481,0.308977276087,6898520
0.46275267005,0.389601677656,0.147645696998,6940979
0.0189085938036,0.0259008035064,0.955190598965,6851090
0.0114123877138,0.19011439383,0.798473238945,7107169
0.033809825778,0.214851841331,0.751338303089,6830287
0.0388688668609,0.213330775499,0.747800409794,6933575
0.138821735978,0.645167768002,0.216010510921,6938972
4.74747102999e-05,0.00440545100719,0.995547056198,6888315
0.018665464595,0.147074639797,0.834259927273,6855106
0.106402680278,0.566019713879,0.32757756114,6838237
0.130798399448,0.185719802976,0.683481812477,6901024
0.00199220562354,0.0585434772074,0.939464271069,6846627
3.9249080146e-05,0.00376666872762,0.996194124222,7219857
0.0156523622572,0.170968547463,0.813379108906,6852685
0.0299430601299,0.705439388752,0.264617562294,6831610
0.0151062896475,0.139155745506,0.845737934113,6943538
0.00105193839408,0.0120688630268,0.986879169941,6911637
0.010662782006,0.103080682456,0.886256575584,6854543
0.0795590057969,0.556646227837,0.363794773817,6940451
0.176239326596,0.307988673449,0.515772044659,6819530
0.00816338788718,0.161324486136,0.830512106419,7093396
0.00494242785498,0.0629001557827,0.932157456875,6840326
0.00336829805747,0.0290485527366,0.967583119869,6834204
0.137758299708,0.458801329136,0.403440326452,6902518
0.0553119927645,0.143491029739,0.801196992397,6930253
0.000126631450257,0.0195310302079,0.980342328548,6828293
0.86615228653,0.108792118728,0.0250555500388,7203744
0.142977803946,0.285461366177,0.57156085968,6816478
0.0172392819077,0.152457311749,0.830303430557,6868890
0.0380407311022,0.568184256554,0.393774986267,6879338
0.0222703106701,0.175136864185,0.802592813969,6898532
0.00100929988548,0.00939496047795,0.989595711231,6899965
9.49525492615e-05,0.00150937214494,0.998395621777,7133875
0.0282961744815,0.304556190968,0.667147636414,6822218
0.219887837768,0.315908432007,0.464203774929,6814018
0.0722930133343,0.489057630301,0.438649356365,6896376
0.225466743112,0.626642823219,0.147890418768,6918670
0.0012719114311,0.00721681071445,0.991511285305,6867839
0.000611961469986,0.0136893512681,0.985698640347,6823554
0.0035197341349,0.0416491813958,0.954831063747,6934798
0.0892548263073,0.603055357933,0.307689785957,6820823
0.0162116847932,0.0989230200648,0.884865283966,6880212
0.000585823785514,0.0112794674933,0.988134741783,6934814
0.00132951221894,0.00250377133489,0.996166646481,7254134
0.398522883654,0.464036464691,0.137440666556,6938303
0.0161637850106,0.245642259717,0.738193929195,6813807
0.0106898657978,0.00827515404671,0.981034934521,6878604
5.78961044084e-05,0.00103229668457,0.998909831047,6876763
0.000576294376515,0.0135546000674,0.985869050026,6844352
0.122155167162,0.378135710955,0.499709129333,6915939
0.0365863405168,0.335856199265,0.627557456493,7109370
0.0151485735551,0.150921449065,0.833929955959,6855445
0.0139380451292,0.287272572517,0.698789358139,6818668
3.27654161083e-05,0.00179799599573,0.998169183731,6836527
0.00468572089449,0.0948292687535,0.900485038757,6831717
0.0574918501079,0.272771477699,0.669736683369,6937162
0.00997484568506,0.149423345923,0.840601742268,6922876
0.0520253032446,0.501012861729,0.446961790323,7109482
0.0258997511119,0.227461263537,0.746638953686,6940972
0.057549841702,0.360822767019,0.581627368927,6883790
0.023864062503,0.193232342601,0.782903552055,6921643
0.000374479597667,0.0187942851335,0.980831205845,6935700
0.0170567948371,0.274076223373,0.70886695385,6827025
0.0160089489073,0.0669012516737,0.917089760303,6943096
0.000624004285783,0.0065467976965,0.992829144001,7161468
0.00354980723932,0.0581736974418,0.938276469707,6879610
0.0619527474046,0.324410915375,0.613636314869,6935762
0.0322157554328,0.155440077186,0.812344193459,6925042
0.0188916716725,0.306009948254,0.675098419189,7121050
0.00345408474095,0.0139504149556,0.982595443726,6821601
0.00081782595953,0.0225259885192,0.976656138897,6926810
0.00463944673538,0.0982485562563,0.897112011909,6946532
0.0651202499866,0.307023525238,0.627856194973,6875171
0.0642303153872,0.371819108725,0.56395059824,7096285
0.000889276969247,0.00886058527976,0.990250170231,6812321
0.0498705580831,0.21764652431,0.732482969761,6822697
0.0070944908075,0.151962324977,0.840943217278,6941294
0.00127004098613,0.00252332235686,0.996206641197,6873564
0.0178216490895,0.419271826744,0.562906503677,6926791
0.494595676661,0.390166729689,0.115237526596,7142444
0.100674912333,0.583413720131,0.315911322832,6878128
0.0144375897944,0.339048653841,0.64651376009,6927428
0.000694793241564,0.00245580985211,0.996849358082,6812674
0.165479332209,0.582272589207,0.252248048782,6881774
0.00229918817058,0.0401092469692,0.957591533661,7167797
0.046356908977,0.556317985058,0.397325098515,6865238
0.0432494543493,0.368077039719,0.588673472404,6841710
0.00128896103706,0.0138939358294,0.98481708765,6856334
0.0015063539613,0.0529114976525,0.945582151413,6906462
0.0288243945688,0.201954543591,0.769221067429,6837438
0.278588116169,0.590121924877,0.131289988756,6908277
0.00191515963525,0.0215610265732,0.976523816586,6841291
0.10234875232,0.292236119509,0.605415165424,6915178
0.154224291444,0.58587962389,0.25989612937,6893031
0.220169886947,0.718486845493,0.0613432452083,6894985
0.0362413153052,0.188616201282,0.775142550468,6931134
0.465963482857,0.343556433916,0.190480083227,6872264
0.112067371607,0.610385298729,0.277547329664,6816953
0.190126553178,0.639365255833,0.170508131385,7163518
0.0146864773706,0.184365019202,0.800948441029,6893253
0.0292580872774,0.186101585627,0.784640371799,6943822
0.0114850411192,0.219449564815,0.769065439701,6946313
0.0210152100772,0.0926672294736,0.886317610741,6839443
0.0330205000937,0.288561165333,0.678418338299,6911338
0.604136705399,0.346808761358,0.0490545034409,7223877
0.0169465951622,0.341845601797,0.641207814217,6917884
0.000744146993384,0.0125370314345,0.986718833447,6823126
0.0182849895209,0.133054509759,0.84866052866,6939488
